taxa	In11_one_hr	six_hr
Vigun01g074500	0.08	0.67
Vigun06g046000	0.08	-0.71
Vigun11g002000	0.08	0.68
Vigun09g065400	0.08	1.42
Vigun06g057200	0.08	-1.51
Vigun03g133100	0.08	0.17
Vigun11g040900	0.08	0.29
Vigun03g145100	0.08	0.33
Vigun02g025400	0.08	0.57
Vigun04g124200	0.08	0.38
Vigun07g280500	0.08	1.40
Vigun02g167500	0.08	-1.02
Vigun04g198800	0.08	-0.53
Vigun07g225100	0.08	-1.01
Vigun11g141900	0.08	-0.53
Vigun11g224100	0.08	0.19
Vigun05g282600	0.08	0.13
Vigun04g140300	0.08	1.29
Vigun07g159300	0.08	-0.25
Vigun02g119000	0.08	1.01
Vigun02g153400	0.08	0.21
Vigun01g120700	0.08	-0.41
Vigun01g147400	0.08	0.75
Vigun07g201100	0.08	0.16
Vigun03g281100	0.08	-0.85
Vigun01g194800	0.08	0.10
Vigun11g089200	0.08	0.02
Vigun08g130300	0.08	-0.69
Vigun02g159900	0.08	0.61
Vigun11g173700	0.08	0.59
Vigun06g054000	0.08	0.72
Vigun10g068700	0.08	0.45
Vigun06g199500	0.08	0.56
Vigun03g287400	0.08	-0.06
Vigun01g129700	0.08	-0.88
Vigun03g269500	0.08	0.99
Vigun02g168800	0.08	1.10
Vigun07g123900	0.08	0.23
Vigun01g020300	0.08	0.54
Vigun05g155300	0.08	-0.01
Vigun06g229700	0.08	0.26
Vigun03g348900	0.08	-0.09
Vigun01g104300	0.08	0.01
Vigun06g220500	0.08	-0.83
Vigun03g262200	0.08	0.89
Vigun03g328000	0.08	-0.45
Vigun05g131200	0.08	2.17
Vigun07g274800	0.08	0.02
Vigun10g063500	0.08	0.26
Vigun03g065000	0.08	-0.05
Vigun01g123000	0.08	0.07
Vigun08g066800	0.08	-0.21
Vigun11g181600	0.08	0.00
Vigun08g224400	0.08	0.24
Vigun06g161700	0.08	0.07
Vigun03g134400	0.08	0.49
Vigun05g277300	0.08	-0.23
Vigun05g057000	0.08	0.96
Vigun07g113100	0.08	-0.09
Vigun10g108900	0.08	0.29
Vigun08g016200	0.07	1.09
Vigun08g190100	0.07	-0.86
Vigun04g157700	0.07	-1.67
Vigun03g335200	0.07	0.58
Vigun07g138500	0.07	-0.08
Vigun01g227100	0.07	-0.39
Vigun09g079800	0.07	-0.35
Vigun11g141700	0.07	-0.05
Vigun03g053300	0.07	-0.35
Vigun07g041300	0.07	0.11
Vigun11g187900	0.07	0.58
Vigun09g150200	0.07	-0.21
Vigun02g061600	0.07	0.08
Vigun04g114300	0.07	0.23
Vigun05g230600	0.07	-0.25
Vigun01g040100	0.07	0.21
Vigun06g183100	0.07	-0.53
Vigun09g255900	0.07	0.12
Vigun08g190000	0.07	0.17
Vigun07g287500	0.07	-0.21
Vigun06g231800	0.07	-0.31
Vigun04g052200	0.07	0.15
Vigun02g110300	0.07	1.85
Vigun07g204000	0.07	-0.45
Vigun01g143700	0.07	0.93
Vigun03g359300	0.07	-1.02
Vigun08g165200	0.07	0.42
Vigun08g022400	0.07	-0.69
Vigun10g013700	0.07	-0.06
Vigun03g114900	0.07	0.46
Vigun03g267400	0.07	0.12
Vigun05g280100	0.07	0.71
Vigun02g089900	0.07	-0.78
Vigun08g175800	0.07	0.04
Vigun04g154300	0.07	-0.59
Vigun03g036700	0.07	0.46
Vigun08g115800	0.07	-0.81
Vigun03g250200	0.07	-0.57
Vigun03g448800	0.07	-0.35
Vigun04g114700	0.07	-0.56
Vigun06g125800	0.07	1.87
Vigun01g012600	0.07	0.74
Vigun08g219000	0.07	-1.95
Vigun06g106500	0.07	-0.32
Vigun07g239400	0.07	-0.19
Vigun07g037300	0.07	-1.21
Vigun11g130900	0.07	-0.23
Vigun07g041800	0.07	0.44
Vigun04g201600	0.07	-0.01
Vigun05g057100	0.07	0.23
Vigun07g230700	0.07	1.21
Vigun07g161400	0.07	0.59
Vigun03g130400	0.07	0.81
Vigun09g231700	0.07	0.53
Vigun05g131000	0.07	-0.60
Vigun01g184700	0.07	-1.28
Vigun10g166900	0.07	0.03
Vigun08g218100	0.07	-0.50
Vigun09g077600	0.07	0.32
Vigun07g062800	0.07	0.51
Vigun05g155500	0.07	-0.71
Vigun01g027900	0.07	0.75
Vigun02g056600	0.07	0.47
Vigun05g002700	0.07	0.01
Vigun02g163700	0.07	0.57
Vigun03g328200	0.07	0.95
Vigun03g270900	0.06	0.33
Vigun09g221400	0.06	-0.94
Vigun02g192900	0.06	-0.38
Vigun03g366000	0.06	-0.05
Vigun08g219200	0.06	-0.91
Vigun05g118900	0.06	-0.65
Vigun09g089100	0.06	-2.20
Vigun01g043100	0.06	2.30
Vigun04g063800	0.06	-0.85
Vigun09g032600	0.06	-1.35
Vigun10g146200	0.06	-0.18
Vigun09g001100	0.06	1.10
Vigun10g016100	0.06	-2.58
Vigun05g113900	0.06	0.07
Vigun11g000700	0.06	-0.70
Vigun11g198800	0.06	-0.16
Vigun06g096500	0.06	-0.54
Vigun03g333700	0.06	0.01
Vigun11g011000	0.06	0.10
Vigun09g162400	0.06	0.09
Vigun06g136400	0.06	-0.50
Vigun01g198500	0.06	-0.40
Vigun08g120800	0.06	0.24
Vigun03g104500	0.06	0.40
Vigun06g059800	0.06	-0.09
Vigun05g240100	0.06	-0.06
Vigun06g154600	0.06	0.89
Vigun03g128500	0.06	-0.78
Vigun01g205000	0.06	0.13
Vigun07g153800	0.06	-0.58
Vigun08g171800	0.06	-0.14
Vigun05g284200	0.06	-0.83
Vigun11g156700	0.06	-0.10
Vigun05g230300	0.06	-0.81
Vigun06g192000	0.06	-1.01
Vigun03g225300	0.06	1.17
Vigun06g206500	0.06	0.24
Vigun06g043300	0.06	0.03
Vigun08g026200	0.06	-0.56
Vigun06g180300	0.06	0.03
Vigun08g151500	0.06	0.07
Vigun01g189100	0.06	0.28
Vigun03g414600	0.06	-0.33
Vigun03g263000	0.06	0.54
Vigun08g085700	0.06	0.09
Vigun06g044700	0.06	-0.23
Vigun09g093400	0.06	-0.14
Vigun09g229900	0.06	-0.99
Vigun01g208700	0.06	-0.47
Vigun01g230200	0.06	-1.71
Vigun07g105800	0.06	0.15
Vigun11g159900	0.06	0.37
Vigun11g079300	0.06	0.71
Vigun03g425200	0.06	-0.27
Vigun09g081500	0.06	1.01
Vigun04g027100	0.06	-2.51
Vigun11g175700	0.06	-0.30
Vigun01g029200	0.06	-1.70
Vigun08g207300	0.06	0.10
Vigun03g002100	0.06	-0.46
Vigun01g176000	0.06	0.44
Vigun09g182500	0.06	0.83
Vigun07g189100	0.06	0.75
Vigun10g113300	0.06	-0.41
Vigun01g195000	0.06	0.34
Vigun08g100200	0.06	-1.63
Vigun09g071300	0.06	0.55
Vigun08g050600	0.06	-0.63
Vigun06g139600	0.06	-1.21
Vigun11g011200	0.05	0.20
Vigun01g110500	0.05	0.09
Vigun01g201400	0.05	0.54
Vigun09g183700	0.05	0.01
Vigun04g187400	0.05	0.55
Vigun10g174100	0.05	0.26
Vigun03g343700	0.05	0.04
Vigun03g264900	0.05	0.45
Vigun05g223300	0.05	-0.31
Vigun08g055100	0.05	-1.02
Vigun09g170800	0.05	0.21
Vigun09g241300	0.05	-0.02
Vigun05g041700	0.05	1.00
Vigun03g286600	0.05	-1.43
Vigun02g002000	0.05	0.30
Vigun07g236100	0.05	-0.78
Vigun08g127400	0.05	0.41
Vigun04g105400	0.05	-0.68
Vigun08g151200	0.05	0.09
Vigun03g289500	0.05	-0.56
Vigun03g123800	0.05	0.46
Vigun08g175700	0.05	-0.85
Vigun07g217300	0.05	0.20
Vigun07g155800	0.05	0.16
Vigun08g179600	0.05	-0.55
Vigun02g041600	0.05	-0.18
Vigun06g184200	0.05	0.85
Vigun07g177200	0.05	-0.53
Vigun07g015100	0.05	0.37
Vigun03g060400	0.05	0.28
Vigun09g266700	0.05	1.19
Vigun09g167000	0.05	-1.07
Vigun01g250900	0.05	-0.24
Vigun06g137800	0.05	0.22
Vigun04g065800	0.05	-0.31
Vigun08g015500	0.05	0.84
Vigun09g070200	0.05	-1.14
Vigun05g095100	0.05	0.07
Vigun03g265900	0.05	-0.76
Vigun03g286500	0.05	-0.12
Vigun03g417600	0.05	-0.27
Vigun01g138300	0.05	-0.11
Vigun10g193200	0.05	-0.89
Vigun02g069600	0.05	-0.43
Vigun06g036400	0.05	-1.22
Vigun05g127100	0.05	0.23
Vigun03g059800	0.05	-0.40
Vigun05g215700	0.05	-0.19
Vigun05g231000	0.05	-0.43
Vigun02g015600	0.05	0.25
Vigun10g103100	0.05	0.52
Vigun04g181600	0.05	-0.21
Vigun03g261400	0.05	-0.42
Vigun02g045500	0.05	-0.27
Vigun03g086400	0.05	0.47
Vigun09g140700	0.05	0.00
Vigun05g030100	0.05	0.31
Vigun07g265100	0.05	0.53
Vigun09g158400	0.05	-0.36
Vigun01g138200	0.05	-0.63
Vigun10g166400	0.05	0.70
Vigun02g070000	0.05	0.45
Vigun07g235800	0.05	-0.08
Vigun11g174800	0.05	0.31
Vigun03g398300	0.05	2.28
Vigun05g264400	0.05	0.29
Vigun03g265700	0.05	-0.41
Vigun03g203500	0.05	-0.83
Vigun10g003000	0.05	0.98
Vigun03g274400	0.05	-0.33
Vigun07g294400	0.05	-0.64
Vigun06g074000	0.05	-0.36
Vigun01g222900	0.04	-0.21
Vigun09g040600	0.04	1.98
Vigun03g211400	0.04	-0.37
Vigun07g179200	0.04	0.10
Vigun05g204300	0.04	-0.66
Vigun05g301400	0.04	-1.19
Vigun06g078100	0.04	1.17
Vigun05g237500	0.04	0.00
Vigun03g059200	0.04	0.12
Vigun04g096400	0.04	0.44
Vigun03g308600	0.04	0.30
Vigun03g192100	0.04	0.04
Vigun01g052200	0.04	0.40
Vigun07g145600	0.04	-0.25
Vigun01g152700	0.04	-0.32
Vigun11g208700	0.04	-0.34
Vigun07g271000	0.04	0.91
Vigun10g173100	0.04	0.07
Vigun10g182800	0.04	-0.41
Vigun09g245500	0.04	-3.04
Vigun01g166800	0.04	-0.43
Vigun11g086200	0.04	0.68
Vigun03g393200	0.04	1.68
Vigun05g061800	0.04	0.26
Vigun06g136300	0.04	-0.22
Vigun01g094900	0.04	0.17
Vigun01g086600	0.04	0.01
Vigun05g027700	0.04	2.38
Vigun01g244700	0.04	0.14
Vigun11g210500	0.04	0.43
Vigun02g113300	0.04	-0.10
Vigun11g188800	0.04	-0.96
Vigun05g287100	0.04	0.52
Vigun11g200000	0.04	-0.18
Vigun02g146900	0.04	0.15
Vigun02g090900	0.04	-0.15
Vigun07g173500	0.04	-0.43
Vigun03g030000	0.04	-0.08
Vigun05g155800	0.04	-0.49
Vigun06g013300	0.04	1.54
Vigun10g168200	0.04	0.09
Vigun10g098600	0.04	-0.13
Vigun10g019700	0.04	0.10
Vigun01g242100	0.04	-0.67
Vigun06g239000	0.04	0.74
Vigun02g191600	0.04	-0.25
Vigun05g226600	0.04	0.14
Vigun03g094500	0.04	2.51
Vigun03g446300	0.04	-0.70
Vigun11g181500	0.04	0.11
Vigun03g007300	0.04	0.01
Vigun03g043600	0.04	-1.95
Vigun03g288100	0.04	-0.81
Vigun01g015600	0.04	0.69
Vigun03g047000	0.04	-0.15
Vigun05g227800	0.04	0.53
Vigun11g157300	0.04	0.30
Vigun03g171400	0.04	0.66
Vigun09g003500	0.04	-1.97
Vigun07g199900	0.04	0.25
Vigun07g255100	0.04	-0.18
Vigun11g010400	0.04	-0.44
Vigun04g169000	0.04	-0.80
Vigun05g197200	0.04	0.97
Vigun07g010600	0.03	0.51
Vigun03g406000	0.03	-0.78
Vigun05g017100	0.03	1.82
Vigun01g032100	0.03	0.39
Vigun10g198900	0.03	-0.59
Vigun05g284500	0.03	-0.42
Vigun08g202500	0.03	0.09
Vigun07g195400	0.03	0.34
Vigun08g199200	0.03	-0.38
Vigun03g163000	0.03	0.02
Vigun07g141300	0.03	-0.40
Vigun05g222700	0.03	-0.33
Vigun11g135200	0.03	-0.80
Vigun08g158300	0.03	-0.52
Vigun10g185100	0.03	-0.25
Vigun02g022200	0.03	0.09
Vigun10g092100	0.03	0.61
Vigun09g200700	0.03	0.40
Vigun09g125300	0.03	0.20
Vigun11g053200	0.03	0.71
Vigun03g032700	0.03	-0.88
Vigun10g184000	0.03	0.66
Vigun09g256500	0.03	0.97
Vigun06g081300	0.03	0.36
Vigun09g185100	0.03	0.19
Vigun07g003800	0.03	0.44
Vigun08g036700	0.03	0.51
Vigun09g154200	0.03	-0.71
Vigun07g026700	0.03	-0.59
Vigun06g068800	0.03	1.00
Vigun08g026500	0.03	-0.88
Vigun01g212300	0.03	-0.66
Vigun10g045700	0.03	7.37
Vigun08g220400	0.03	0.30
Vigun11g083100	0.03	0.44
Vigun03g355800	0.03	-1.14
Vigun03g261000	0.03	-0.08
Vigun05g090700	0.03	-0.43
Vigun09g209800	0.03	-0.61
Vigun04g121500	0.03	0.05
Vigun07g214300	0.03	-0.32
Vigun08g037700	0.03	-0.11
Vigun04g163800	0.03	0.71
Vigun02g179100	0.03	0.79
Vigun06g095500	0.03	-0.20
Vigun09g115200	0.03	1.08
Vigun09g122700	0.03	0.02
Vigun09g194500	0.03	-0.37
Vigun04g074600	0.03	-0.01
Vigun11g041400	0.03	-0.43
Vigun11g160800	0.03	-2.37
Vigun09g213300	0.03	0.31
Vigun03g208800	0.03	-0.19
Vigun07g014200	0.03	-0.52
Vigun04g159800	0.03	-0.89
Vigun09g138300	0.03	-0.04
Vigun09g202000	0.03	-0.39
Vigun07g277200	0.03	-0.80
Vigun08g203400	0.03	-0.56
Vigun08g178000	0.03	-0.13
Vigun11g187300	0.03	-0.21
Vigun01g037900	0.03	-0.58
Vigun05g123300	0.03	0.20
Vigun03g096200	0.03	0.02
Vigun11g049900	0.03	-1.71
Vigun01g183800	0.03	0.13
Vigun11g186000	0.03	-0.86
Vigun08g051300	0.03	-0.40
Vigun04g132900	0.03	0.92
Vigun03g131500	0.03	-0.76
Vigun03g132600	0.03	0.29
Vigun04g062800	0.03	0.11
Vigun06g112000	0.03	0.57
Vigun01g216500	0.02	0.56
Vigun09g134600	0.02	-0.69
Vigun11g155400	0.02	-0.05
Vigun03g160400	0.02	-0.41
Vigun03g086600	0.02	-0.15
Vigun05g172700	0.02	0.13
Vigun10g021500	0.02	0.81
Vigun03g416700	0.02	-1.52
Vigun02g147700	0.02	-0.24
Vigun11g066500	0.02	0.44
Vigun11g082600	0.02	0.06
Vigun08g180900	0.02	-0.24
Vigun01g002000	0.02	-0.16
Vigun05g050800	0.02	-0.08
Vigun01g134100	0.02	0.41
Vigun11g074100	0.02	3.75
Vigun09g188600	0.02	-0.90
Vigun07g262600	0.02	0.81
Vigun10g022000	0.02	0.59
Vigun03g014200	0.02	-0.19
Vigun06g138700	0.02	0.16
Vigun11g206400	0.02	-0.29
Vigun11g096100	0.02	-0.15
Vigun08g062000	0.02	-0.29
Vigun05g297300	0.02	0.44
Vigun02g084800	0.02	-0.50
Vigun04g198500	0.02	-0.68
Vigun06g211300	0.02	-0.79
Vigun03g206000	0.02	0.30
Vigun06g151300	0.02	-1.16
Vigun08g047300	0.02	-0.92
Vigun03g282500	0.02	1.71
Vigun03g008100	0.02	0.42
Vigun03g406600	0.02	1.85
Vigun11g094000	0.02	-0.14
Vigun03g189100	0.02	-0.48
Vigun04g002000	0.02	-0.29
Vigun06g081700	0.02	-0.38
Vigun05g098300	0.02	-0.01
Vigun11g197500	0.02	0.35
Vigun09g100000	0.02	-0.33
Vigun07g120100	0.02	0.63
Vigun09g142500	0.02	1.35
Vigun01g081700	0.02	-0.65
Vigun05g057400	0.02	0.42
Vigun03g035600	0.02	-0.31
Vigun10g097500	0.02	0.19
Vigun01g174700	0.02	0.60
Vigun09g145200	0.02	-1.16
Vigun02g032500	0.02	-0.81
Vigun01g157900	0.02	0.72
Vigun03g168300	0.02	-0.28
Vigun06g110200	0.02	-0.98
Vigun04g032600	0.02	-0.60
Vigun09g140800	0.02	-0.43
Vigun10g023000	0.02	-0.01
Vigun05g279200	0.02	-1.93
Vigun10g106300	0.02	-0.80
Vigun04g154700	0.02	-0.24
Vigun01g102600	0.01	-1.55
Vigun09g047800	0.01	1.31
Vigun05g004600	0.01	-0.75
Vigun03g383500	0.01	-0.41
Vigun05g188800	0.01	0.52
Vigun04g042200	0.01	-0.06
Vigun04g007600	0.01	-0.34
Vigun11g206900	0.01	0.10
Vigun07g036900	0.01	0.49
Vigun05g245600	0.01	0.47
Vigun02g108100	0.01	-0.12
Vigun01g080700	0.01	-0.71
Vigun02g122000	0.01	-1.00
Vigun05g275500	0.01	-2.69
Vigun09g153800	0.01	0.44
Vigun10g050600	0.01	-0.31
Vigun04g022100	0.01	0.33
Vigun09g137300	0.01	-0.24
Vigun03g270700	0.01	-1.19
Vigun03g253300	0.01	-0.33
Vigun03g148600	0.01	-0.80
Vigun03g094400	0.01	1.10
Vigun02g168500	0.01	-0.98
Vigun07g178900	0.01	0.16
Vigun09g235100	0.01	0.85
Vigun02g146100	0.01	1.45
Vigun01g139400	0.01	-0.03
Vigun04g147600	0.01	-0.53
Vigun03g364900	0.01	-1.08
Vigun05g019100	0.01	1.88
Vigun09g158300	0.01	-0.29
Vigun03g316200	0.01	0.23
Vigun09g140300	0.01	-0.26
Vigun01g190700	0.01	0.14
Vigun07g049400	0.01	-0.67
Vigun06g220700	0.01	0.46
Vigun01g129500	0.01	-0.61
Vigun09g004700	0.01	0.47
Vigun06g073200	0.01	-1.15
Vigun02g081900	0.01	0.12
Vigun05g281700	0.01	0.01
Vigun05g252100	0.01	0.06
Vigun11g108900	0.01	0.32
Vigun02g192500	0.01	1.05
Vigun02g194800	0.01	-1.02
Vigun04g015500	0.01	-0.15
Vigun05g057500	0.01	-0.17
Vigun10g042100	0.01	-0.87
Vigun10g041200	0.01	-0.68
Vigun01g202700	0.01	-0.73
Vigun06g051100	0.01	0.68
Vigun03g046100	0.01	-0.38
Vigun06g210000	0.00	-0.67
Vigun08g050100	0.00	0.42
Vigun09g125900	0.00	0.20
Vigun10g159700	0.00	0.23
Vigun03g165200	0.00	-1.13
Vigun07g103000	0.00	-0.56
Vigun07g055900	0.00	-0.10
Vigun10g146900	0.00	0.63
Vigun07g204100	0.00	-0.13
Vigun02g064900	0.00	0.06
Vigun07g221900	0.00	-1.10
Vigun09g261300	0.00	0.09
Vigun11g107500	0.00	-0.44
Vigun01g083500	0.00	0.43
Vigun03g008000	0.00	-0.50
Vigun07g220200	0.00	-0.55
Vigun09g175000	0.00	0.04
Vigun07g018900	0.00	0.67
Vigun03g430200	0.00	-0.02
Vigun08g011200	0.00	-0.93
Vigun08g081300	0.00	-0.44
Vigun01g038800	0.00	-0.20
Vigun01g114300	0.00	0.19
Vigun07g085400	0.00	-0.27
Vigun09g067200	0.00	-1.17
Vigun01g174600	0.00	0.20
Vigun11g148200	0.00	-0.34
Vigun07g154200	0.00	-0.55
Vigun08g072400	0.00	-0.06
Vigun07g209900	0.00	-0.73
Vigun09g179500	0.00	0.86
Vigun08g132900	0.00	-0.15
Vigun11g074800	0.00	0.40
Vigun04g153800	0.00	-1.45
Vigun01g065400	0.00	-0.62
Vigun10g163700	0.00	0.50
Vigun06g204600	0.00	1.24
Vigun08g183400	0.00	0.89
Vigun05g162700	0.00	1.99
Vigun06g001700	0.00	0.22
Vigun07g218700	0.00	-0.24
Vigun10g056900	0.00	2.29
Vigun05g228800	0.00	0.01
Vigun08g108300	0.00	3.10
Vigun01g177400	0.00	-2.78
Vigun05g093400	0.00	-0.15
Vigun07g131900	0.00	2.10
Vigun01g079400	0.00	1.94
Vigun02g013000	0.00	0.61
Vigun02g013100	0.00	0.19
Vigun02g016800	0.00	2.00
Vigun02g171700	0.00	-0.35
Vigun03g249100	0.00	-0.19
Vigun03g290100	0.00	1.99
Vigun03g304600	0.00	1.33
Vigun03g392200	0.00	-0.80
Vigun03g418200	0.00	4.72
Vigun04g027400	0.00	5.20
Vigun04g079600	0.00	4.42
Vigun04g108000	0.00	1.87
Vigun05g009700	0.00	2.06
Vigun05g043700	0.00	-1.06
Vigun05g081900	0.00	0.44
Vigun05g199800	0.00	1.81
Vigun05g246600	0.00	1.42
Vigun05g265300	0.00	-3.66
Vigun05g283800	0.00	-0.16
Vigun06g126200	0.00	1.61
Vigun07g174900	0.00	0.49
Vigun07g248600	0.00	0.36
Vigun08g193700	0.00	0.03
Vigun09g104500	0.00	0.94
Vigun09g250300	0.00	1.70
Vigun11g032100	0.00	1.43
Vigun11g082300	0.00	1.66
Vigun11g222100	0.00	0.31
Vigun07g201300	0.00	0.55
Vigun11g200200	0.00	0.28
Vigun09g174000	0.00	0.83
Vigun01g227700	0.00	0.37
Vigun06g125100	0.00	1.08
Vigun07g033400	0.00	0.38
Vigun03g419300	0.00	0.38
Vigun11g160000	0.00	0.85
Vigun08g051600	0.00	-0.54
Vigun08g138100	0.00	-0.08
Vigun09g057200	0.00	-0.89
Vigun02g077100	0.00	-0.18
Vigun01g224100	0.00	-1.17
Vigun01g204500	0.00	-0.05
Vigun07g228200	0.00	-0.63
Vigun06g201700	0.00	-0.32
Vigun02g040700	0.00	0.11
Vigun09g075500	0.00	-0.84
Vigun03g379600	0.00	0.34
Vigun09g214600	0.00	0.62
Vigun01g093500	0.00	-0.63
Vigun08g182500	0.00	-0.13
Vigun04g040200	0.00	1.26
Vigun01g192900	0.00	-0.14
Vigun09g156000	0.00	-0.62
Vigun06g036000	0.00	0.71
Vigun11g004100	0.00	-0.98
Vigun01g057200	0.00	-0.08
Vigun07g183900	-0.01	-0.87
Vigun11g206200	-0.01	-0.63
Vigun09g150400	-0.01	0.47
Vigun03g183600	-0.01	-0.91
Vigun02g136300	-0.01	-0.93
Vigun07g051300	-0.01	0.68
Vigun05g019500	-0.01	0.34
Vigun10g054100	-0.01	-0.64
Vigun01g108300	-0.01	-1.04
Vigun01g136300	-0.01	-1.06
Vigun08g015100	-0.01	0.75
Vigun09g008200	-0.01	-0.84
Vigun01g190100	-0.01	-0.76
Vigun03g135400	-0.01	1.10
Vigun07g048100	-0.01	-0.01
Vigun03g318500	-0.01	-1.39
Vigun03g088600	-0.01	-0.67
Vigun03g423400	-0.01	0.27
Vigun09g248700	-0.01	-0.17
Vigun06g155500	-0.01	-0.94
Vigun03g327100	-0.01	0.14
Vigun01g147600	-0.01	0.74
Vigun01g013800	-0.01	0.26
Vigun11g074500	-0.01	-0.98
Vigun08g150200	-0.01	0.11
Vigun05g077600	-0.01	-0.95
Vigun05g169600	-0.01	-0.18
VigunL033700	-0.01	1.46
Vigun04g059900	-0.01	-1.38
Vigun03g405400	-0.01	-0.20
Vigun07g139200	-0.01	-0.87
Vigun03g262500	-0.01	-0.47
Vigun06g193300	-0.01	0.08
Vigun01g022000	-0.01	-0.26
Vigun09g028300	-0.01	0.06
Vigun03g429400	-0.01	-1.31
Vigun10g191800	-0.01	0.19
Vigun03g002200	-0.01	-0.57
Vigun05g279900	-0.01	0.50
Vigun03g316500	-0.01	-1.44
Vigun03g090100	-0.01	-0.17
Vigun06g235100	-0.01	0.13
Vigun01g009500	-0.01	0.05
Vigun03g288000	-0.01	0.41
Vigun03g441300	-0.01	0.06
Vigun03g183900	-0.01	0.64
Vigun03g363900	-0.01	-0.42
Vigun02g138400	-0.01	-0.11
Vigun05g303500	-0.01	-0.22
Vigun10g009400	-0.01	0.54
Vigun09g260100	-0.01	-0.26
Vigun03g250300	-0.01	-0.75
Vigun08g190500	-0.01	-0.06
Vigun01g186100	-0.01	-0.04
Vigun01g128800	-0.01	0.96
Vigun08g022600	-0.01	0.02
Vigun02g095200	-0.01	-0.03
Vigun01g137900	-0.01	0.48
Vigun03g294200	-0.01	-1.59
Vigun02g160500	-0.02	0.39
Vigun09g198700	-0.02	-0.95
Vigun10g148500	-0.02	0.59
Vigun05g069300	-0.02	-0.84
Vigun04g147300	-0.02	-0.79
Vigun03g311400	-0.02	0.74
Vigun07g228900	-0.02	0.31
Vigun09g236200	-0.02	0.32
Vigun08g185000	-0.02	-1.18
Vigun06g052300	-0.02	-0.22
Vigun07g250500	-0.02	-0.60
Vigun04g077900	-0.02	0.48
Vigun03g261300	-0.02	0.71
Vigun07g082100	-0.02	-0.41
Vigun11g186600	-0.02	-0.41
Vigun03g357600	-0.02	-1.44
Vigun03g271100	-0.02	0.61
Vigun04g112300	-0.02	0.15
Vigun01g132200	-0.02	-0.67
Vigun05g061700	-0.02	-0.27
Vigun03g045500	-0.02	0.47
Vigun06g185700	-0.02	0.04
Vigun11g219500	-0.02	0.60
Vigun01g161200	-0.02	-0.19
Vigun01g241100	-0.02	-0.25
Vigun08g156700	-0.02	0.21
Vigun03g326500	-0.02	0.03
Vigun03g225600	-0.02	-0.54
Vigun01g043700	-0.02	-0.34
Vigun08g076500	-0.02	1.66
Vigun08g093200	-0.02	-0.09
Vigun11g220600	-0.02	-0.60
Vigun05g084100	-0.02	0.16
Vigun05g241000	-0.02	-0.20
Vigun01g133700	-0.02	-0.31
Vigun01g060900	-0.02	-0.49
Vigun10g011000	-0.02	-0.21
Vigun09g003300	-0.02	0.56
Vigun10g087200	-0.02	0.04
Vigun09g225700	-0.02	-0.69
Vigun01g209100	-0.02	-0.70
Vigun09g027300	-0.02	-0.34
Vigun02g161600	-0.02	-1.19
Vigun04g014700	-0.02	0.14
Vigun03g290000	-0.02	0.18
Vigun09g067100	-0.02	-0.72
Vigun04g143800	-0.02	1.98
Vigun03g133400	-0.02	0.20
Vigun03g427500	-0.02	-0.44
Vigun06g046500	-0.02	-0.27
Vigun01g060100	-0.02	2.42
Vigun10g190800	-0.02	0.10
Vigun06g069400	-0.02	-0.74
Vigun06g167500	-0.02	-0.50
Vigun08g202300	-0.02	0.72
Vigun03g101700	-0.02	0.70
Vigun07g180700	-0.02	-1.21
Vigun05g118100	-0.02	-0.72
Vigun02g068100	-0.02	-0.56
Vigun07g043800	-0.02	-0.09
Vigun09g169600	-0.02	0.64
Vigun02g148300	-0.02	-0.14
Vigun06g172700	-0.02	-0.30
Vigun09g051000	-0.02	0.35
Vigun08g217700	-0.02	0.23
Vigun07g080200	-0.02	0.01
Vigun03g076000	-0.02	-0.41
Vigun04g167700	-0.02	0.07
Vigun07g238800	-0.02	-0.29
Vigun07g188000	-0.02	0.22
Vigun03g300300	-0.02	0.48
Vigun07g006300	-0.02	-2.61
Vigun04g026300	-0.02	1.29
Vigun05g108800	-0.02	1.25
Vigun05g117000	-0.03	-0.62
Vigun02g134100	-0.03	0.36
Vigun06g072500	-0.03	-0.20
Vigun06g074600	-0.03	0.74
Vigun07g079500	-0.03	-0.21
Vigun06g045100	-0.03	0.64
Vigun04g039000	-0.03	1.08
Vigun04g105900	-0.03	-0.42
Vigun05g218100	-0.03	-1.17
Vigun10g188000	-0.03	2.45
Vigun06g099100	-0.03	-0.41
Vigun09g195800	-0.03	0.24
Vigun03g338300	-0.03	1.20
Vigun07g273800	-0.03	0.38
Vigun07g136000	-0.03	0.18
Vigun03g372200	-0.03	0.17
Vigun05g203700	-0.03	-0.07
Vigun06g002200	-0.03	-0.22
Vigun01g156300	-0.03	-0.86
Vigun02g055300	-0.03	0.35
Vigun11g206600	-0.03	-0.04
Vigun03g038000	-0.03	0.01
Vigun03g359900	-0.03	-0.04
Vigun07g223100	-0.03	0.45
Vigun08g030200	-0.03	0.41
Vigun09g278000	-0.03	2.37
Vigun11g035000	-0.03	0.18
Vigun03g296300	-0.03	-0.68
Vigun03g242800	-0.03	-1.19
Vigun09g004600	-0.03	0.06
Vigun08g127800	-0.03	0.55
Vigun11g197800	-0.03	0.01
Vigun03g116200	-0.03	0.36
Vigun05g223400	-0.03	-1.70
Vigun03g280100	-0.03	-0.10
Vigun05g276600	-0.03	0.29
Vigun05g164800	-0.03	1.20
