taxa	NGP_WH_1h_l2FC	NGP_InH_1h_l2FC	NGP_flg22H_1h_l2FC	NGP_WH_6h_l2FC	NGP_InH_6h_l2FC	NGP_flg22H_6h_l2FC
Vigun06g088100	-0.45	-0.31	0.08	0.18	0.42	0.15
Vigun04g114200	1.05	0.96	0.08	2.02	2.35	0.06
Vigun10g074900	-0.95	-0.98	0.08	-1.50	-1.74	-0.14
Vigun03g298000	-0.49	-0.40	0.08	-0.29	-0.28	-0.14
Vigun05g212300	-0.22	0.06	0.08	0.08	0.03	-0.32
Vigun01g177800	-0.19	-0.23	0.08	0.65	0.89	0.08
Vigun10g172600	-0.45	-0.35	0.08	0.34	0.39	0.00
Vigun01g245400	-0.56	-0.43	0.08	0.06	0.23	0.16
Vigun01g193000	4.57	5.06	0.08	2.85	3.66	0.29
Vigun05g131500	0.40	0.55	0.08	0.31	0.56	0.05
Vigun04g189200	-0.35	0.01	0.08	-0.46	-0.67	0.28
Vigun09g048000	-0.09	0.00	0.08	-0.34	-0.23	0.08
Vigun11g107650	-0.53	-0.50	0.08	-0.08	-0.53	-0.65
Vigun11g034800	-0.56	-0.52	0.08	0.26	0.40	0.18
Vigun11g146100	-0.91	-0.93	0.08	-0.80	-1.30	0.10
Vigun08g111600	-2.49	-2.97	0.08	-1.41	-1.69	-0.36
Vigun06g060200	-2.24	-2.43	0.08	-2.31	-3.87	0.15
Vigun06g039300	-1.05	-1.20	0.08	-1.92	-2.96	-0.28
Vigun04g088000	-0.50	-0.58	0.08	1.27	0.89	-0.25
Vigun08g040100	1.52	1.92	0.08	1.10	1.25	0.23
Vigun03g177200	-0.17	-0.01	0.08	-0.36	-0.20	0.15
Vigun08g103500	-0.80	-0.65	0.08	-0.89	-1.48	-0.94
Vigun06g151900	-1.63	-1.42	0.08	-1.11	-0.98	0.11
Vigun02g099300	-0.12	-0.16	0.08	-1.31	-1.91	-0.56
Vigun11g207400	1.32	1.47	0.08	0.19	0.68	0.39
Vigun01g114700	-1.25	-1.35	0.08	-1.27	-1.57	0.00
Vigun11g213800	-0.40	-0.41	0.08	0.14	0.41	0.02
Vigun05g126500	0.57	0.82	0.08	0.03	0.31	0.24
Vigun04g034100	1.35	1.26	0.08	-0.83	-1.08	0.03
Vigun05g195200	-1.45	-1.69	0.08	-1.95	-2.75	-0.39
Vigun08g220000	1.48	1.65	0.08	1.68	2.02	-0.15
Vigun08g123300	-1.26	-1.16	0.08	-0.12	-0.14	0.06
Vigun05g258100	0.29	0.43	0.08	-1.62	-1.68	0.30
Vigun06g140900	0.61	0.80	0.08	2.81	2.96	0.20
Vigun07g149100	-0.12	-0.23	0.08	0.05	0.05	-0.10
Vigun03g122300	-0.46	-0.57	0.08	-1.11	-1.30	-0.17
Vigun08g035000	-0.17	-0.03	0.08	0.16	0.29	0.06
Vigun06g154600	0.50	0.73	0.08	-0.41	-0.20	0.16
Vigun09g085700	-0.46	-0.37	0.08	-0.50	-0.47	-0.02
Vigun11g155300	1.28	1.46	0.08	0.75	0.58	0.14
Vigun08g048900	-0.82	-0.88	0.08	-0.60	-0.36	0.23
Vigun01g237400	-0.82	-0.77	0.08	-0.59	-0.57	-0.13
Vigun03g323100	0.20	0.31	0.08	2.20	2.38	0.15
Vigun02g203700	-0.29	-0.29	0.08	0.08	0.25	0.20
Vigun03g044600	-0.53	-0.53	0.08	-0.44	-0.24	0.13
Vigun11g122100	3.75	4.08	0.08	0.70	1.17	0.77
Vigun07g203800	1.20	1.46	0.08	1.33	1.84	0.17
Vigun01g142900	3.25	3.54	0.08	6.73	6.82	0.29
Vigun06g137350	5.44	5.93	0.08	3.26	2.61	0.33
Vigun03g008000	-1.45	-1.11	0.08	-0.35	-0.29	-0.06
Vigun09g077900	2.45	2.62	0.08	1.33	1.16	0.28
Vigun01g208200	-0.61	-0.50	0.08	0.03	0.23	-0.07
Vigun05g057300	-0.14	-0.03	0.08	0.28	0.67	0.12
Vigun07g069400	-0.96	-1.20	0.08	-0.51	-1.02	-0.27
Vigun10g000800	0.08	0.07	0.08	0.45	0.79	-0.31
Vigun03g089200	0.95	0.93	0.08	0.06	0.16	0.03
Vigun03g245800	0.35	0.49	0.08	0.80	0.29	-0.40
Vigun02g102300	-0.55	-0.54	0.08	-0.15	0.20	0.30
Vigun04g175000	-0.28	-0.45	0.08	0.26	0.22	-0.02
Vigun01g118700	-1.41	-1.48	0.08	-1.31	-1.20	-0.02
Vigun06g210500	6.07	6.35	0.08	2.07	2.77	0.41
Vigun04g115900	2.02	2.16	0.08	0.16	-0.11	0.33
Vigun06g196200	-0.23	-0.16	0.08	0.19	0.08	-0.16
Vigun06g226000	-0.36	-0.24	0.08	0.12	0.15	-0.46
Vigun04g020100	-0.92	-0.36	0.08	0.44	0.29	0.22
Vigun06g218800	-0.18	-0.13	0.08	-0.34	-0.07	0.51
Vigun03g329000	1.51	1.96	0.08	0.87	1.41	0.22
Vigun06g188700	1.29	1.07	0.08	0.75	-0.02	-0.49
Vigun06g094900	-0.18	-0.09	0.08	0.19	0.16	-0.10
Vigun03g283300	-0.05	-0.05	0.08	0.60	0.72	-0.15
Vigun08g207600	-0.14	-0.05	0.08	0.39	0.51	0.06
Vigun02g118200	0.17	0.26	0.08	-0.03	0.15	0.02
Vigun07g291300	-0.93	-0.89	0.08	-1.05	-1.18	-0.03
Vigun03g437000	0.29	0.38	0.08	0.77	0.60	-0.37
Vigun04g138300	-0.62	-0.66	0.08	0.40	0.47	0.08
Vigun01g093200	1.39	1.57	0.08	0.69	0.91	-0.10
Vigun09g063000	-0.23	-0.15	0.08	0.60	0.62	0.02
Vigun02g095900	-0.45	-0.34	0.08	-0.71	-0.61	-0.04
Vigun09g158900	1.60	2.60	0.08	-1.07	-1.62	0.46
Vigun03g230400	-0.52	-0.62	0.08	-0.61	-1.04	-0.39
Vigun04g162100	-0.35	-0.33	0.08	-0.31	-0.13	0.03
Vigun05g295700	0.38	0.59	0.08	0.73	0.81	0.08
Vigun05g240700	0.37	0.48	0.08	0.89	1.04	0.15
Vigun01g167600	5.98	6.35	0.08	2.66	4.01	0.29
Vigun06g129900	-0.99	-1.06	0.08	-0.35	0.05	0.18
Vigun10g047900	-0.76	-0.63	0.08	-0.09	-0.52	-0.14
Vigun02g125100	3.49	3.63	0.08	1.47	2.04	0.34
Vigun03g193300	-0.28	-0.21	0.08	-0.40	-0.05	0.32
Vigun08g145700	1.69	2.12	0.08	1.17	0.67	0.14
Vigun08g019400	-0.12	-0.11	0.08	-0.08	0.29	0.28
Vigun09g068000	0.06	0.22	0.08	-0.01	0.16	0.02
Vigun03g291300	1.82	3.46	0.08	0.31	0.51	0.42
Vigun07g120500	-0.64	-0.72	0.08	0.43	0.73	0.23
Vigun06g154000	4.76	5.16	0.08	3.73	3.98	0.27
Vigun01g104000	1.36	1.43	0.08	-0.19	0.12	0.19
Vigun08g039400	-0.75	-2.19	0.08	1.96	-0.35	0.51
Vigun06g014900	-0.63	-0.51	0.08	-0.56	-0.65	0.05
Vigun09g132400	-0.28	-0.05	0.08	-0.12	-0.21	-0.07
Vigun02g180500	-0.20	-0.04	0.08	-0.33	-0.03	0.22
Vigun01g111700	-0.54	-0.42	0.08	-0.73	-1.06	-0.19
Vigun01g174700	0.44	0.61	0.08	0.90	1.21	0.23
Vigun01g241400	0.66	0.76	0.08	0.73	0.79	0.04
Vigun06g235100	0.57	0.69	0.08	1.46	1.72	0.27
Vigun01g083200	-0.40	-0.39	0.08	-0.67	-0.48	0.03
Vigun03g014700	-1.19	-1.27	0.08	-0.71	-0.74	-0.10
Vigun05g128000	0.40	1.20	0.08	-0.20	0.44	1.09
Vigun01g241300	-0.42	-0.46	0.08	-0.82	-0.65	0.00
Vigun06g179500	-0.02	0.12	0.08	-0.45	-0.42	0.00
Vigun05g019800	0.42	0.51	0.08	0.11	0.37	0.05
Vigun06g203300	-1.20	-1.23	0.08	0.11	0.29	-0.01
Vigun01g175900	1.20	1.43	0.08	3.86	3.79	-0.15
Vigun08g054900	0.40	0.53	0.08	-0.61	-0.70	-0.02
Vigun09g119000	0.79	0.80	0.08	0.60	0.55	0.17
Vigun02g073600	-0.89	-0.98	0.08	0.22	0.17	-0.15
Vigun07g053400	-0.70	-0.70	0.08	-0.66	-0.35	0.21
Vigun04g000300	-0.47	-0.39	0.08	0.09	0.20	0.11
Vigun03g399100	-0.68	-0.44	0.08	0.11	-0.05	-0.17
Vigun07g043800	-0.13	0.04	0.08	0.76	1.22	0.19
Vigun09g139900	0.28	1.02	0.08	0.69	1.13	0.00
Vigun03g184800	0.47	0.69	0.08	1.45	1.76	0.13
Vigun07g070000	-1.24	-1.30	0.08	0.26	0.99	-0.25
Vigun03g265700	0.13	0.15	0.08	-1.65	-2.23	-0.06
Vigun05g246300	2.39	2.54	0.08	-0.40	-0.20	0.51
Vigun03g099400	-0.27	-0.25	0.08	0.43	0.43	-0.03
Vigun03g118100	6.22	6.28	0.08	4.65	5.52	-0.46
Vigun05g186900	-1.21	-1.35	0.08	-0.42	-0.61	-0.15
Vigun01g037700	5.81	5.52	0.08	8.55	8.41	0.44
Vigun07g151500	0.14	0.20	0.08	0.82	1.01	0.06
Vigun01g007700	-0.90	-0.92	0.08	-0.04	-0.44	-0.40
Vigun07g116200	-1.07	-1.23	0.08	-1.16	-1.19	0.05
Vigun03g319600	-0.96	-0.87	0.08	-0.86	-1.03	-0.14
Vigun03g283400	-0.81	-0.84	0.08	0.64	0.72	-0.10
Vigun09g091000	-0.65	-0.60	0.08	-0.13	0.05	0.09
Vigun02g175700	0.47	0.58	0.08	0.78	1.00	0.04
Vigun01g030600	-0.36	-0.39	0.08	-0.45	-0.64	0.05
Vigun03g407600	0.06	0.09	0.08	0.93	1.00	0.03
Vigun09g075900	-0.40	-0.36	0.08	-0.08	0.14	0.18
Vigun01g146600	0.06	0.13	0.08	1.25	1.40	0.04
Vigun03g281700	2.39	2.31	0.08	0.57	0.68	0.31
Vigun06g141000	-0.88	-0.71	0.08	-0.37	-0.41	-0.09
Vigun05g211200	-0.78	-0.66	0.08	0.07	0.11	0.00
Vigun07g058100	-0.11	-0.14	0.08	0.00	-0.60	-0.83
Vigun04g030400	1.39	1.84	0.08	0.64	0.72	-0.19
Vigun03g277900	-2.12	-3.61	0.08	-1.43	-3.28	0.95
Vigun05g012800	-0.33	-0.33	0.08	0.02	0.15	-0.01
Vigun06g206900	0.18	0.41	0.08	1.79	1.74	-0.19
Vigun09g183100	-0.40	-0.26	0.08	-0.27	-0.08	0.10
Vigun11g177600	0.21	0.36	0.08	0.68	0.61	-0.13
Vigun06g152800	0.89	0.46	0.08	3.67	3.81	0.18
Vigun03g347800	-0.23	-0.08	0.08	0.26	0.60	0.20
Vigun11g108700	4.09	3.37	0.08	2.99	3.53	0.10
Vigun05g231000	-0.99	-0.98	0.08	-0.97	-1.56	-0.31
Vigun07g226000	0.53	0.63	0.08	1.58	1.65	0.03
Vigun01g081200	0.72	0.77	0.08	0.34	0.65	0.44
Vigun11g105900	-0.34	-0.45	0.08	0.10	0.05	-0.14
Vigun11g011000	0.42	0.67	0.08	0.73	0.90	0.04
Vigun03g103100	-0.18	-0.47	0.08	-0.17	-0.16	-0.03
Vigun08g026000	-1.81	-1.75	0.08	0.26	0.43	0.69
Vigun05g062200	1.95	2.14	0.08	0.03	0.12	-0.03
Vigun06g234000	-0.73	-0.45	0.08	0.08	0.07	0.33
Vigun01g232100	-0.36	-0.68	0.08	-1.12	-1.92	-0.60
Vigun07g024100	-2.01	-2.25	0.08	-1.05	-1.57	-0.23
Vigun05g058500	-1.85	-2.21	0.08	0.19	-0.12	0.10
Vigun07g219200	0.96	0.95	0.08	2.10	2.71	0.34
Vigun04g148300	-0.36	-0.22	0.08	0.63	0.60	-0.03
Vigun10g156900	-0.11	0.03	0.08	-0.01	0.19	0.13
Vigun08g188500	-0.18	-0.22	0.08	0.21	0.49	0.07
Vigun03g260200	1.31	1.30	0.08	1.44	1.89	0.31
Vigun04g012800	-0.12	0.17	0.08	0.69	1.00	0.22
Vigun04g169800	0.67	0.76	0.08	0.81	0.92	0.14
Vigun07g269800	-0.64	-0.70	0.08	-0.38	-0.48	-0.13
Vigun01g000800	-0.10	-0.06	0.08	0.41	0.61	0.11
Vigun07g044200	-0.49	-0.27	0.08	0.22	0.08	-0.13
Vigun09g033600	1.48	2.42	0.08	3.44	3.69	0.80
Vigun03g240800	2.00	2.79	0.08	2.73	3.28	0.74
Vigun10g037700	0.47	1.35	0.08	0.98	1.58	1.00
Vigun02g150500	-0.29	-0.49	0.08	-1.05	-1.45	0.21
Vigun08g084750	-0.37	-0.31	0.08	-0.86	-1.98	-0.31
Vigun07g161600	3.59	2.93	0.08	0.12	-0.69	-0.26
Vigun08g027300	0.31	0.53	0.08	-0.62	-0.47	0.14
Vigun11g141600	0.20	0.38	0.08	0.33	0.73	0.34
Vigun07g170200	0.26	0.34	0.08	-1.30	-1.61	0.18
Vigun06g100000	-0.56	-0.56	0.08	-0.63	-0.67	-0.11
Vigun07g039300	-0.37	-0.30	0.08	0.03	0.29	0.15
Vigun08g056500	6.56	7.44	0.08	4.31	3.62	-0.18
Vigun03g387600	-0.57	-0.35	0.08	0.07	0.26	0.10
Vigun03g351900	1.21	1.42	0.08	1.89	2.07	0.11
Vigun01g153000	-0.24	-0.26	0.08	0.92	1.10	0.63
Vigun07g115600	0.59	0.81	0.08	0.08	0.04	-0.06
Vigun03g253800	-0.46	-0.74	0.08	0.36	0.17	-0.39
Vigun03g108500	-0.78	-0.84	0.08	-0.99	-0.57	0.12
Vigun10g165900	-0.25	-0.30	0.08	0.83	0.86	-0.02
Vigun10g046200	0.16	0.35	0.08	-0.33	-0.32	-0.07
Vigun03g004600	0.40	0.46	0.08	-0.43	-0.44	0.02
Vigun03g305600	-0.56	-0.33	0.08	-0.50	-0.55	-0.15
Vigun06g201500	1.66	1.79	0.08	0.97	1.51	0.32
Vigun08g003000	2.06	2.32	0.08	-0.73	-0.36	0.40
Vigun07g107100	0.61	0.80	0.08	0.13	0.44	0.10
Vigun06g223900	-0.26	-0.28	0.08	-0.57	-0.51	0.05
Vigun11g052801	-0.62	-1.85	0.08	-0.17	-1.57	-0.58
Vigun07g164600	-0.29	-0.10	0.08	0.46	0.78	0.14
Vigun10g148600	-0.02	0.62	0.08	0.37	0.34	-0.14
Vigun03g316600	-0.42	-0.30	0.08	0.45	0.24	-0.14
Vigun08g215400	-0.21	-0.18	0.08	-0.23	0.05	0.22
Vigun04g178000	-0.10	-0.06	0.08	-1.23	-1.50	-0.21
Vigun04g057500	-0.85	-0.89	0.08	-1.09	-1.03	0.06
Vigun11g134500	-2.08	-2.05	0.08	-0.69	-0.53	-0.31
Vigun03g045200	0.45	0.69	0.08	-0.55	-0.37	0.10
Vigun01g157800	0.36	0.64	0.08	-0.27	-0.33	-0.07
Vigun06g234100	-0.65	-0.80	0.08	-1.37	-1.68	-0.16
Vigun03g449500	-0.48	-0.36	0.08	-0.99	-1.01	0.24
Vigun11g044800	0.26	0.51	0.08	0.24	0.12	-0.11
Vigun03g371700	-0.21	-0.12	0.08	-0.35	-0.70	-0.03
Vigun11g143200	-0.05	0.08	0.08	1.31	1.68	0.21
Vigun09g120400	-1.48	-1.48	0.08	-1.88	-2.87	-0.16
Vigun02g023100	-0.64	-0.77	0.08	-0.47	-0.26	0.12
Vigun01g044900	-0.36	-0.26	0.08	0.12	0.32	0.21
Vigun09g034300	2.59	3.09	0.08	0.10	-0.06	0.59
Vigun01g126800	-0.17	0.03	0.08	-0.70	-0.64	0.07
Vigun03g328100	-0.69	-0.50	0.08	0.31	0.19	-0.32
Vigun06g102800	0.30	0.34	0.08	1.99	2.16	0.11
Vigun02g086600	-0.84	-0.72	0.08	-0.08	0.08	0.10
Vigun02g168600	2.00	2.19	0.08	2.15	1.68	0.01
Vigun01g139900	0.49	0.65	0.08	0.89	1.10	0.21
Vigun03g365100	-0.18	-0.09	0.08	0.03	0.26	0.10
Vigun03g172900	-0.19	-0.18	0.08	0.34	0.06	-0.33
Vigun06g158200	0.32	0.20	0.08	-2.43	-3.15	-0.36
Vigun03g041500	0.91	1.08	0.08	-1.72	-2.33	0.37
Vigun01g117500	2.54	2.84	0.08	0.15	0.38	0.41
Vigun07g284800	2.39	2.23	0.08	0.17	-0.13	0.18
Vigun05g120600	1.75	1.85	0.08	0.01	-0.08	-0.05
Vigun04g129300	-2.57	-1.96	0.08	-2.56	-4.20	-0.73
Vigun09g269300	0.05	0.17	0.08	0.83	0.82	-0.09
Vigun06g166500	0.89	0.87	0.08	-1.06	-1.83	-0.10
Vigun02g011100	0.17	0.27	0.07	0.27	0.39	0.09
Vigun04g088900	1.42	1.65	0.07	2.39	2.53	0.07
Vigun05g055800	-0.74	-0.97	0.07	-0.53	-0.88	-0.13
Vigun05g010400	0.15	0.36	0.07	0.34	0.60	0.25
Vigun07g161100	1.29	1.49	0.07	-0.37	-0.90	0.11
Vigun03g089400	-0.99	-1.23	0.07	-0.12	-0.12	0.16
Vigun02g064400	1.12	1.27	0.07	0.68	0.87	0.35
Vigun02g031500	0.25	0.44	0.07	1.34	1.48	0.06
Vigun09g122100	4.05	4.33	0.07	2.86	3.69	0.68
Vigun08g215700	1.34	0.91	0.07	0.01	0.45	0.11
Vigun08g149100	-0.37	-0.40	0.07	-0.37	0.04	0.32
Vigun04g153900	-1.16	-1.10	0.07	-2.32	-2.46	0.18
Vigun05g276200	-0.05	0.04	0.07	-0.04	0.01	0.04
Vigun02g146000	-0.01	0.05	0.07	0.37	0.43	0.00
Vigun10g096500	0.55	0.07	0.07	1.95	2.05	-0.09
Vigun07g018400	0.27	0.42	0.07	0.03	0.21	0.34
Vigun10g119300	0.12	0.22	0.07	0.36	0.73	0.34
Vigun03g447200	-1.77	-1.91	0.07	-2.31	-2.14	-0.04
Vigun11g167000	-0.03	-0.01	0.07	-0.56	-0.46	0.05
Vigun04g016300	6.64	6.88	0.07	4.32	4.55	0.71
Vigun07g233800	-0.54	-0.38	0.07	-0.94	-0.78	0.11
Vigun04g202050	-0.46	-0.28	0.07	0.35	0.90	0.15
Vigun02g112100	-0.67	-0.52	0.07	-0.60	-0.36	0.00
Vigun07g004000	-0.35	-0.26	0.07	0.24	0.39	0.03
Vigun09g148100	-1.29	-1.32	0.07	-1.07	-1.11	-0.14
Vigun10g079800	-0.39	-0.27	0.07	0.44	0.53	0.03
Vigun08g033200	-0.84	-0.93	0.07	-1.07	-1.22	0.26
Vigun06g119000	0.71	0.87	0.07	0.97	1.03	0.27
Vigun03g253300	-0.77	-0.70	0.07	-1.40	-1.57	-0.43
Vigun07g129200	3.22	2.46	0.07	0.77	-0.69	-0.17
Vigun04g020200	-1.76	-1.90	0.07	-2.76	-4.09	-0.65
Vigun07g089200	-0.78	-0.94	0.07	-0.06	-0.27	-0.03
Vigun05g059300	0.01	0.25	0.07	0.13	0.56	0.34
Vigun08g055300	0.82	1.00	0.07	0.58	0.49	0.03
Vigun05g033100	2.46	2.73	0.07	2.51	3.60	0.30
Vigun03g039400	-0.71	-0.61	0.07	-0.10	0.09	0.11
Vigun11g142600	-1.05	-0.41	0.07	-0.36	-1.77	-0.36
Vigun07g191500	-0.73	-0.83	0.07	-1.49	-1.67	-0.27
Vigun02g201200	-0.51	-0.43	0.07	-0.62	-0.57	-0.07
Vigun11g049200	-0.17	-0.13	0.07	0.40	0.59	0.15
Vigun03g274100	2.57	3.03	0.07	1.12	1.06	0.68
Vigun01g205900	0.91	0.52	0.07	0.51	-0.08	-1.04
Vigun03g184700	-1.31	-1.31	0.07	-1.85	-2.58	-0.23
Vigun03g285100	0.80	0.74	0.07	0.29	0.21	0.09
Vigun05g026600	-0.23	-0.11	0.07	-0.31	-0.18	0.04
Vigun08g151800	0.09	0.08	0.07	1.75	1.94	0.03
Vigun02g039400	-0.43	-0.40	0.07	0.13	0.49	0.18
Vigun09g005100	-0.04	0.22	0.07	0.12	0.23	0.17
Vigun03g237600	0.47	0.54	0.07	0.18	0.41	-0.10
Vigun06g117500	-0.90	-1.05	0.07	-1.53	-1.91	-0.03
Vigun11g189400	0.01	0.23	0.07	-0.31	-0.52	0.02
Vigun05g087800	-1.98	-2.28	0.07	-1.50	-1.76	-0.23
Vigun02g020400	-0.35	-0.14	0.07	0.45	0.31	-0.21
Vigun09g123500	-0.28	-0.16	0.07	-0.18	-0.18	0.05
Vigun03g312100	-0.38	-0.26	0.07	0.02	0.11	0.00
Vigun05g167800	-0.25	-0.04	0.07	-1.94	-3.03	0.08
Vigun02g185300	-0.71	-0.65	0.07	-1.32	-1.73	-0.44
Vigun09g081400	2.71	2.95	0.07	2.59	3.23	0.42
Vigun09g008900	1.50	1.66	0.07	0.23	0.54	0.19
Vigun01g223500	1.56	1.83	0.07	-1.43	-1.17	0.35
Vigun03g100100	-0.37	-0.19	0.07	-0.07	-0.07	-0.10
Vigun05g209300	-0.25	-0.16	0.07	-0.35	-0.31	0.06
Vigun02g085500	-1.72	-2.02	0.07	-1.89	-2.01	-0.05
Vigun02g097100	0.16	0.23	0.07	1.10	1.37	0.07
Vigun08g012200	0.22	0.27	0.07	0.91	1.09	0.11
Vigun08g031800	-0.14	-0.05	0.07	-0.03	0.29	0.18
Vigun03g433800	0.39	0.44	0.07	-0.51	-0.46	0.04
Vigun05g210300	-0.11	-0.10	0.07	1.50	1.46	-0.17
Vigun02g197900	0.62	1.01	0.07	-1.36	2.29	0.34
Vigun01g017100	0.38	-0.27	0.07	-3.22	-4.52	-0.09
Vigun05g236000	0.64	0.63	0.07	2.78	2.62	-0.20
Vigun09g078700	-0.19	-0.13	0.07	-1.28	-2.53	-0.28
Vigun03g205900	0.05	0.14	0.07	-0.05	0.01	0.06
Vigun11g095400	0.46	0.62	0.07	-0.64	-2.21	-1.21
Vigun07g260400	-0.34	-0.53	0.07	-0.34	-0.47	-0.04
Vigun05g281100	0.12	0.49	0.07	1.00	1.41	0.35
Vigun03g411900	-0.42	-0.32	0.07	-0.18	-0.04	-0.01
Vigun07g032400	2.97	2.95	0.07	2.45	2.65	-0.04
Vigun01g059500	-0.66	-0.61	0.07	0.23	0.82	0.55
Vigun09g070500	-0.64	-0.87	0.07	0.49	0.49	-0.07
Vigun03g284800	-1.57	-1.55	0.07	-1.53	-2.35	-0.28
Vigun01g095700	-0.56	-0.52	0.07	-0.27	-0.07	-0.02
Vigun03g321100	1.81	2.38	0.07	0.28	0.98	0.24
Vigun02g004600	0.69	0.76	0.07	-0.34	-0.16	0.03
Vigun09g214900	-0.22	-0.18	0.07	0.26	0.48	0.17
Vigun06g031600	-0.34	-0.17	0.07	-0.24	-0.06	0.17
Vigun06g091400	-1.28	-1.50	0.07	-0.66	-0.63	0.02
Vigun05g233101	1.97	1.06	0.07	0.91	0.94	0.17
Vigun09g038400	0.26	0.21	0.07	0.56	0.82	0.08
Vigun09g181100	0.08	0.29	0.07	-0.48	0.15	-0.22
Vigun01g019700	-0.63	-0.69	0.07	-0.23	-0.15	-0.01
Vigun03g347600	-0.61	-0.57	0.07	0.92	0.88	-0.12
Vigun02g125600	1.44	1.49	0.07	-0.50	-0.79	0.26
Vigun07g050800	-0.35	-0.30	0.07	-0.75	-1.08	-0.22
Vigun09g073900	-0.33	-0.24	0.07	-0.46	-0.36	0.06
Vigun01g225600	4.93	5.40	0.07	0.96	1.28	0.66
Vigun02g124600	-0.76	-0.83	0.07	-0.90	-1.22	-0.08
Vigun11g166800	0.33	0.84	0.07	-1.32	-1.40	0.19
Vigun01g249900	0.35	0.32	0.07	0.90	1.19	0.26
Vigun07g254700	-0.04	-0.10	0.07	-0.33	-0.44	0.12
Vigun03g143900	0.11	0.26	0.07	-0.25	-0.72	-0.18
Vigun03g393200	3.29	3.66	0.07	2.84	2.84	0.23
Vigun08g171000	-0.47	-0.37	0.07	-0.20	0.00	0.17
VigunL027900	0.18	-0.05	0.07	-1.03	-1.80	-0.36
Vigun03g088150	-0.15	-0.47	0.07	-1.23	-1.49	-0.95
Vigun01g010700	-0.17	-0.09	0.07	-0.08	0.28	0.19
Vigun06g170850	0.09	0.15	0.07	-0.01	0.30	0.10
Vigun05g091300	5.19	5.57	0.07	1.93	2.09	0.84
Vigun01g097500	-0.30	-0.25	0.07	-0.37	-0.15	0.19
Vigun09g256800	3.29	3.39	0.07	1.45	1.83	0.21
Vigun10g175700	2.28	2.39	0.07	2.78	2.85	0.17
Vigun09g080100	-0.94	-1.07	0.07	-0.62	-0.67	-0.19
Vigun09g073100	0.29	0.17	0.07	0.11	0.03	-0.27
Vigun07g108700	-0.11	0.04	0.07	0.73	0.87	0.19
Vigun03g112800	1.47	2.33	0.07	0.13	-0.69	0.99
Vigun10g016400	0.08	0.09	0.07	1.91	1.87	-0.14
Vigun03g437800	-0.10	0.09	0.07	0.85	0.75	0.21
Vigun04g193600	-0.15	-0.11	0.07	-0.13	0.07	0.14
Vigun08g017900	0.41	0.33	0.07	0.21	0.42	0.08
Vigun07g204400	0.65	0.81	0.07	-0.58	-3.09	0.14
Vigun05g199000	-0.22	-0.16	0.07	0.06	0.34	0.22
Vigun04g036900	-0.26	0.08	0.07	0.25	-0.01	-0.15
Vigun07g147800	0.06	0.10	0.07	-0.88	-0.36	-0.16
Vigun02g124700	0.72	0.71	0.07	-0.39	-1.38	-1.03
Vigun06g234300	0.09	0.22	0.07	0.66	0.90	0.06
Vigun11g184400	0.91	-0.25	0.07	0.00	1.50	0.94
Vigun10g005500	-0.13	-0.11	0.07	-0.15	-0.11	-0.03
Vigun06g060100	1.97	2.09	0.07	0.01	-0.01	0.27
Vigun03g061000	2.02	2.17	0.07	0.31	0.07	0.09
Vigun01g079600	0.17	0.29	0.07	0.71	0.74	-0.04
Vigun03g302300	-0.04	-0.07	0.07	0.82	0.87	-0.06
Vigun03g348300	0.66	1.82	0.07	1.27	1.69	0.42
Vigun03g143100	-1.21	-1.44	0.07	0.16	0.26	-0.02
Vigun07g093100	-2.66	-2.57	0.07	-1.52	-1.79	-0.07
Vigun11g076500	-0.36	-0.28	0.07	-0.88	-0.80	0.17
Vigun09g276500	-0.78	-0.71	0.07	-0.42	-0.61	-0.19
Vigun01g175000	-0.70	-0.66	0.07	-1.13	-1.47	-0.21
Vigun09g001900	-1.43	-1.34	0.07	-1.75	-1.29	0.03
Vigun10g182500	0.98	1.24	0.07	0.33	1.09	0.26
Vigun01g038000	3.05	3.40	0.07	4.80	4.91	0.25
Vigun07g117100	-0.57	-0.58	0.07	0.12	0.45	0.07
Vigun08g025300	-0.70	-1.15	0.07	-0.20	-0.51	-0.11
Vigun04g005700	-0.50	-0.63	0.07	-0.98	-1.04	-0.05
Vigun09g217100	0.35	0.51	0.07	-0.90	-0.70	0.03
Vigun06g067400	0.61	0.73	0.07	0.04	0.16	0.30
Vigun03g339400	1.50	2.68	0.07	1.81	1.32	1.45
Vigun01g251400	0.01	0.19	0.07	1.15	1.53	-0.14
Vigun04g174200	-0.54	-0.67	0.07	-0.76	-1.15	-0.14
Vigun03g025700	-0.89	-0.87	0.07	-0.28	-0.22	-0.03
Vigun03g185200	0.29	0.78	0.07	0.05	0.20	0.05
Vigun01g039100	-1.38	-1.47	0.07	-1.15	-1.01	-0.16
Vigun03g165900	-0.50	-0.47	0.07	-1.06	-1.20	0.11
Vigun01g093400	0.97	1.02	0.07	-0.51	-0.85	0.00
Vigun09g175600	-0.73	-1.08	0.07	-0.66	-0.88	0.15
Vigun05g178300	0.75	0.69	0.07	0.99	1.49	0.18
Vigun06g229500	-0.35	-0.35	0.07	-0.07	-0.67	-0.58
Vigun03g147800	6.43	7.65	0.07	5.01	4.74	0.24
Vigun08g068200	-0.78	-1.29	0.07	-0.29	-0.09	1.23
Vigun05g265500	0.25	0.31	0.07	-1.67	-2.96	-0.65
