taxa	0.5h	1h	3h	5h	8h	24h
Nitab4.5_0002500g0070.1	-1.8	-1	-1.2	-0.9	-1.1	-2
Nitab4.5_0002503g0040.1	-1.5	-0.7	0.1	0	0.2	-0.1
Nitab4.5_0002514g0010.1	3.9	2	1.3	1.4	2.2	1.3
Nitab4.5_0002520g0080.1	1.4	0.8	0.9	0.9	0.4	1.1
Nitab4.5_0002520g0120.1	1	0.4	0.1	-0.8	-0.9	0.4
Nitab4.5_0002526g0030.1	-1.2	-0.3	0	0	-0.2	0
Nitab4.5_0002526g0070.1	-1	-0.9	-0.1	-0.9	-1.1	0
Nitab4.5_0002526g0100.1	-2.4	-1.8	0.4	0.2	-1.2	-1.2
Nitab4.5_0002532g0030.1	-1.8	-0.9	-1.3	-0.8	-1.4	-1.8
Nitab4.5_0002534g0040.1	2.1	-0.3	-1.1	-1.3	-0.5	-2.7
Nitab4.5_0002534g0050.1	1.4	1.2	0.4	0.1	0.4	-0.6
Nitab4.5_0002541g0050.1	1	1.4	1	1.3	1.4	-0.2
Nitab4.5_0002542g0020.1	-1.1	-0.2	-0.6	-1.2	-0.5	-0.8
Nitab4.5_0002543g0010.1	-2.5	-1.8	-0.2	-1.2	-1.6	0
Nitab4.5_0002543g0050.1	1.5	0.5	0	-0.3	0.2	0.2
Nitab4.5_0002545g0060.1	1	0.3	-0.3	-0.7	0.1	0
Nitab4.5_0002545g0110.1	-1.2	-1.2	-0.8	0.3	-0.9	-0.2
Nitab4.5_0002546g0050.1	-1.2	-0.8	-1.8	-1.6	-1.6	-2
Nitab4.5_0002548g0010.1	-1.5	-0.9	-1.7	-1.5	-2	-2.2
Nitab4.5_0002553g0030.1	1.2	0.6	-0.1	-0.8	-1.9	0.8
Nitab4.5_0002566g0030.1	-1.9	0.3	0.6	-0.2	-1.3	0.9
Nitab4.5_0002567g0050.1	1.5	0.7	0.4	0.5	1.4	2.6
Nitab4.5_0002568g0030.1	2.5	1.7	-0.7	-0.5	0.3	0.7
Nitab4.5_0002576g0030.1	-1.4	-1	-1.1	-0.2	0.1	-1.8
Nitab4.5_0002577g0030.1	3.6	2.5	-0.1	-2.5	-2.1	-1.4
Nitab4.5_0002587g0100.1	2.1	0	0.5	0.2	1	0.7
Nitab4.5_0002588g0020.1	1.1	1.1	0.9	1.7	1.6	0.4
Nitab4.5_0002589g0070.1	-1.7	-1.5	-0.6	0	-1.3	-0.7
Nitab4.5_0002589g0130.1	1.9	0.3	0.5	-0.9	0.2	1
Nitab4.5_0002590g0030.1	1.6	2.6	2.6	1	3	1.9
Nitab4.5_0002599g0030.1	1.5	0.8	-0.1	-0.5	-0.8	0.2
Nitab4.5_0002604g0010.1	1.8	-0.5	0.3	-0.1	0.3	0.5
Nitab4.5_0002605g0040.1	1.4	0.8	1.1	1.2	1.2	0.1
Nitab4.5_0002607g0070.1	-1.2	-1.4	-0.2	-0.4	-0.7	0.7
Nitab4.5_0002609g0030.1	1.6	-0.3	0.2	0.3	0.9	0.8
Nitab4.5_0002612g0010.1	1.7	0	0.2	0.4	0.7	0.6
Nitab4.5_0002612g0100.1	-1.9	-0.9	0.2	0.8	-2.3	-0.9
Nitab4.5_0002613g0030.1	-1.1	-0.1	0	0.7	-0.3	-0.6
Nitab4.5_0002626g0020.1	-2.3	-0.6	-0.8	-1.5	-1.2	-1.4
Nitab4.5_0002627g0010.1	-1.3	-0.5	-0.9	-0.7	-1.9	-0.8
Nitab4.5_0002632g0080.1	-1.5	-0.4	0.5	0.1	-0.8	-0.3
Nitab4.5_0002650g0050.1	1.9	0.9	0.6	0.8	0.9	0.6
Nitab4.5_0002650g0060.1	1	0.7	0.4	0.3	0.8	0.6
Nitab4.5_0002651g0010.1	-1.6	-1.5	-0.8	-0.5	-1.3	0.3
Nitab4.5_0002655g0080.1	2.3	1.5	0.6	0.1	-0.1	0.5
Nitab4.5_0002671g0110.1	-2.1	-0.8	-1.9	-2.2	-2.8	-2.9
Nitab4.5_0002673g0040.1	-1.5	-1.5	-1.2	-1.5	-1.1	-3
Nitab4.5_0002680g0060.1	1.6	1.4	0.4	0.4	0.2	0.1
Nitab4.5_0002682g0060.1	1.7	-0.4	-1	-1.4	-0.3	-2.4
Nitab4.5_0002683g0020.1	1.1	0.8	-0.3	-0.1	-0.2	-0.4
Nitab4.5_0002687g0020.1	-1.8	-1.2	-0.1	0.2	0.4	0.1
Nitab4.5_0002691g0080.1	-1.2	-0.6	-0.1	0.2	-0.7	0.5
Nitab4.5_0002700g0100.1	-1.3	0	0.8	1	0.6	0
Nitab4.5_0002700g0150.1	-3.9	-1.7	-5.8	-5.8	-6.1	-7
Nitab4.5_0002715g0060.1	1.5	1.4	-0.5	0	-0.1	-0.5
Nitab4.5_0002717g0050.1	-1.1	-0.1	-0.6	-0.5	-0.8	-0.6
Nitab4.5_0002719g0040.1	1.8	0	0.6	0.6	1	1.2
Nitab4.5_0002720g0030.1	-1.8	-2.3	-1.3	-1	-0.3	-1.6
Nitab4.5_0002720g0050.1	1.3	0.6	0.9	0	1	1.2
Nitab4.5_0002723g0010.1	2.5	1.4	0.3	-0.8	-1.2	1.5
Nitab4.5_0002728g0060.1	-1.1	-1	-0.4	-0.4	-0.4	-0.7
Nitab4.5_0002737g0090.1	-1.8	-0.9	0	-0.5	-1.4	-0.2
Nitab4.5_0002738g0070.1	-1.4	-1.2	0.6	-0.6	-0.3	-0.4
Nitab4.5_0002740g0110.1	-1.3	-0.3	-0.2	-1.1	-1.4	-1.1
Nitab4.5_0002744g0030.1	-13.2	-1.1	-13.2	-13.2	-13.2	-13.2
Nitab4.5_0002752g0140.1	1.3	0.5	0.1	0	0	-0.1
Nitab4.5_0002755g0080.1	1.5	0.8	0.2	-2.1	-2.8	2.1
Nitab4.5_0002760g0050.1	2.5	0.1	-0.9	-1.1	0.4	1.2
Nitab4.5_0002771g0010.1	-1.4	-0.3	-0.3	-0.5	0.3	-0.3
Nitab4.5_0002772g0010.1	1.7	1.3	1	0.5	0.8	1.1
Nitab4.5_0002775g0010.1	1.8	0.8	-0.6	-1.3	-0.7	-0.1
Nitab4.5_0002783g0040.1	-5.2	-3.6	-0.8	-2.4	-4.6	-1.4
Nitab4.5_0002783g0140.1	-1.8	-1.7	-0.1	0.7	0.1	0.1
Nitab4.5_0002785g0010.1	-1	-0.5	0	-2.2	-4	0.1
Nitab4.5_0002791g0060.1	1.1	0.8	-0.6	-1.3	-2.4	-0.4
Nitab4.5_0002791g0070.1	1.6	1	-0.4	-0.9	-1.3	0
Nitab4.5_0002794g0010.1	-13.8	-3.7	-2.6	-13.8	-3.7	-13.8
Nitab4.5_0002804g0010.1	1.8	0.1	0.7	0.2	0.3	1.1
Nitab4.5_0002805g0170.1	-14.3	-2.5	-1.3	-14.3	-1.3	-3
Nitab4.5_0002822g0010.1	-1.7	-1.7	-1	-0.6	-1.6	-0.5
Nitab4.5_0002823g0010.1	-1.7	-1.2	-0.9	-1.1	-0.7	-1.4
Nitab4.5_0002823g0070.1	-1.3	-0.7	-0.4	-0.5	-1.2	-0.7
Nitab4.5_0002824g0040.1	1.1	0.8	0.1	0.4	0.6	-0.3
Nitab4.5_0002826g0060.1	1.1	0.5	-0.2	-0.2	0	0.3
Nitab4.5_0002829g0040.1	-1.6	-0.2	0.7	0.7	0.8	0.7
Nitab4.5_0002837g0030.1	1.8	-0.1	0.4	0	0.3	0.3
Nitab4.5_0002838g0050.1	3.1	2.3	-0.4	-2.3	-4.3	1.8
Nitab4.5_0002845g0070.1	1.1	0.4	0.5	0.5	0.8	0.3
Nitab4.5_0002848g0070.1	-1	-1.2	-0.6	-0.6	-0.5	-0.2
Nitab4.5_0002860g0010.1	-2.5	-2.3	-0.5	-1.2	-1.3	-0.7
Nitab4.5_0002862g0020.1	-2.7	-1.7	0.2	-0.8	-3.5	-0.1
Nitab4.5_0002865g0020.1	-1.8	-0.7	0.3	-0.8	-1.7	0.3
Nitab4.5_0002879g0080.1	-1.5	-0.5	-0.1	-0.2	0.2	-0.6
Nitab4.5_0002886g0100.1	-1.8	0	0.5	-0.3	1	0.2
Nitab4.5_0002886g0120.1	1.2	0.5	0	-0.3	0.5	0.5
Nitab4.5_0002887g0100.1	1.7	-0.5	-1.4	-0.4	-0.3	-0.7
Nitab4.5_0002892g0020.1	-4.3	-1	0.2	1.1	3.2	0
Nitab4.5_0002899g0010.1	-1	-0.5	-0.3	-0.2	-0.2	-0.4
Nitab4.5_0002902g0060.1	1.5	1.1	0	0.1	0.3	0.2
Nitab4.5_0002904g0100.1	2.5	0.4	0.2	1	1.9	1.3
Nitab4.5_0002909g0010.1	1.2	1.6	-0.1	-0.5	0.8	-0.3
Nitab4.5_0002913g0030.1	-12.7	-0.6	1.1	-0.8	-3.2	-0.3
Nitab4.5_0002914g0090.1	-1.2	-0.5	0.3	0.6	0	0.2
Nitab4.5_0002926g0020.1	-2.2	-1	-0.4	-0.4	-1.7	-0.6
Nitab4.5_0002929g0030.1	1	0.6	0.6	-0.1	0.2	1.4
Nitab4.5_0002932g0010.1	-1.3	-0.1	-0.1	0.1	-1.8	-1.1
Nitab4.5_0002943g0030.1	-2.3	-1.2	-1.1	-1.8	0	-0.3
Nitab4.5_0002949g0080.1	-1.2	-0.5	0.4	-0.2	-0.8	0.9
Nitab4.5_0002957g0010.1	1.8	0.6	0.2	-0.2	-0.9	0.6
Nitab4.5_0002980g0030.1	-1.9	-0.8	-0.3	-0.3	-0.5	-0.7
Nitab4.5_0002980g0050.1	1.7	1.1	1.4	0.5	1.6	1.4
Nitab4.5_0002986g0080.1	1.7	-0.7	0.5	0.9	-0.2	1.2
Nitab4.5_0002989g0010.1	-3	0.1	1.1	1.5	3.1	-0.5
Nitab4.5_0002995g0060.1	1.3	-0.5	-0.2	0.5	0.4	-0.1
Nitab4.5_0002996g0010.1	-1	-0.1	0.2	0	0.5	0
Nitab4.5_0002998g0040.1	1.7	0.4	0.7	0.5	1	0.7
Nitab4.5_0002998g0050.1	1.7	0.8	0.2	-0.1	0.3	0.4
Nitab4.5_0003002g0010.1	1.2	0.9	0.7	-0.3	0	-0.5
Nitab4.5_0003004g0020.1	-2.2	-1.8	-0.5	0	-0.8	0.1
Nitab4.5_0003011g0040.1	-3.5	-1.6	-3.2	-3.9	-4.1	-2.9
Nitab4.5_0003013g0020.1	-2.2	-1.7	-2.4	-4.1	-4.2	-3.1
Nitab4.5_0003030g0140.1	2.9	1.8	0.3	-0.2	0.1	-0.6
Nitab4.5_0003031g0010.1	-1.4	-0.5	0.2	-0.8	-0.4	0.2
Nitab4.5_0003033g0050.1	1.2	1	0.4	0.6	0.8	0.1
Nitab4.5_0003035g0030.1	-2.5	-1.6	-0.9	-1.5	-2.5	-1.7
Nitab4.5_0003035g0040.1	-2.1	-1.9	-0.7	-0.2	0.9	2.4
Nitab4.5_0003039g0040.1	1.7	-0.7	0.1	0.2	-0.4	0.9
Nitab4.5_0003044g0130.1	2.9	0.6	0.7	0.3	0.9	0.6
Nitab4.5_0003058g0020.1	-1	-0.7	-0.8	-1.3	-1.1	-0.9
Nitab4.5_0003058g0050.1	1	0.9	-0.3	-0.3	-0.4	0.3
Nitab4.5_0003062g0080.1	-1.2	-0.7	-0.5	-1	-0.9	-0.8
Nitab4.5_0003063g0040.1	1.4	1	-0.3	-0.6	-1.2	-0.8
Nitab4.5_0003066g0030.1	3.2	1.5	0.3	0.6	1.4	0.6
Nitab4.5_0003076g0070.1	1.4	0.5	0.4	0	0	1
Nitab4.5_0003076g0080.1	-1	-0.1	1.2	1.5	-0.3	1.1
Nitab4.5_0003077g0050.1	1.5	0.9	0.7	0.5	0.7	0.7
Nitab4.5_0003077g0060.1	-1.2	-0.4	0.2	-0.3	-0.8	0.8
Nitab4.5_0003079g0070.1	-1.1	-1.1	0.2	-0.2	-0.3	0.1
Nitab4.5_0003080g0080.1	1.6	0.3	-0.6	-1	0	0
Nitab4.5_0003084g0040.1	-2.1	-1.4	-0.4	-0.4	-1.2	-0.6
Nitab4.5_0003085g0020.1	-1.1	-0.5	-0.1	-1.2	-2.6	0
Nitab4.5_0003086g0020.1	1.3	0.3	-0.2	-0.5	-0.4	0.5
Nitab4.5_0003088g0020.1	-1.4	-1.2	0.1	-1.1	-1.4	-0.8
Nitab4.5_0003094g0030.1	2.1	0.6	0.7	0.4	0.9	1.3
Nitab4.5_0003097g0010.1	-1.6	-0.3	-0.4	-0.4	-0.6	-1
Nitab4.5_0003109g0010.1	-1.1	-0.9	0.1	2	2.2	-0.1
Nitab4.5_0003113g0050.1	3.3	2.3	-2	0.3	0.1	-0.4
Nitab4.5_0003114g0110.1	2	1.8	-1.1	0	0.4	-0.4
Nitab4.5_0003120g0010.1	2.1	0.1	1	0.9	0.2	-0.3
Nitab4.5_0003122g0050.1	1.5	1.9	0	0.6	0.3	0.3
Nitab4.5_0003127g0020.1	-1.2	-1	-0.1	-0.5	-0.9	-0.7
Nitab4.5_0003127g0040.1	-4.2	-1.3	0.3	-0.4	-1.6	-0.5
Nitab4.5_0003130g0080.1	1.4	0.6	0.6	0.6	0.4	0.2
Nitab4.5_0003137g0010.1	1	0.4	0	-0.1	0.1	0.4
Nitab4.5_0003140g0010.1	1.3	-0.7	-1	-0.5	-0.2	0.5
Nitab4.5_0003151g0060.1	-1.2	-0.7	0.8	0.1	-0.7	1.9
Nitab4.5_0003154g0050.1	-1.5	-0.4	-0.1	-0.2	-1.1	0.3
Nitab4.5_0003159g0010.1	1.6	0.2	-0.7	-0.3	0.4	0
Nitab4.5_0003171g0010.1	-1.2	0	0.7	1.1	2.8	0
Nitab4.5_0003179g0010.1	1.9	1	-1.1	-0.2	0.1	-0.4
Nitab4.5_0003179g0040.1	2.3	1	-0.2	-0.2	0.3	0.6
Nitab4.5_0003179g0060.1	3	1.8	-0.1	0	0.4	0.9
Nitab4.5_0003180g0060.1	1.9	0.9	-0.3	-2.9	-1.8	1.8
Nitab4.5_0003205g0040.1	1.4	-0.3	-0.6	-0.2	1.4	1.1
Nitab4.5_0003207g0080.1	1.1	-0.3	-1	-1.6	0.2	0
Nitab4.5_0003212g0030.1	-1.3	-1.5	-0.7	-0.8	-1.9	0.1
Nitab4.5_0003227g0040.1	1.5	0.5	0.9	0.5	1	0.4
Nitab4.5_0003228g0050.1	-2.1	-1.1	-0.2	0.5	-0.8	0.4
Nitab4.5_0003229g0060.1	-1.2	-0.8	0	-0.6	-0.6	-0.4
Nitab4.5_0003230g0050.1	-1.2	-0.9	0.7	0.8	-0.5	0
Nitab4.5_0003233g0010.1	2.3	1.6	0.7	0.7	0.8	-0.5
Nitab4.5_0003234g0090.1	2.1	-0.1	0.3	1.3	1	0.7
Nitab4.5_0003234g0120.1	-1.1	-0.9	-0.6	0.3	-0.5	-0.1
Nitab4.5_0003241g0030.1	1.7	1	-1.1	0.6	-0.2	-2
Nitab4.5_0003244g0020.1	-4.3	-1.1	-5.1	-4.8	-4.7	-5.2
Nitab4.5_0003246g0130.1	-2	-1.3	-0.3	-0.2	-1	0.5
Nitab4.5_0003247g0010.1	-6.8	-2.3	-3.9	-7.6	-5.5	-10.4
Nitab4.5_0003251g0040.1	-4.2	-0.8	-3.9	-5	-5.7	-5.5
Nitab4.5_0003259g0090.1	-3.5	-1.4	-3.3	-3.2	-4.1	-4.3
Nitab4.5_0003261g0010.1	-2.8	-0.9	0.6	0	-0.8	1.2
Nitab4.5_0003261g0020.1	-15.1	-15.1	0.6	-0.3	-1.6	1.3
Nitab4.5_0003263g0040.1	-1	-0.2	0.1	-0.1	0.8	0.1
Nitab4.5_0003265g0010.1	-1.4	-1.3	-0.2	-0.2	-0.6	-0.6
Nitab4.5_0003265g0050.1	-1.7	-1.7	-0.8	-0.2	-0.9	-0.8
Nitab4.5_0003275g0020.1	-13.5	-2.1	-2.3	-13.5	-5	-3.7
Nitab4.5_0003280g0060.1	-1.6	-1.1	-0.1	-0.2	-0.5	-0.6
Nitab4.5_0003294g0030.1	1.7	0.7	-0.1	-0.6	-0.1	-1.1
Nitab4.5_0003295g0200.1	1	0.6	0.4	0.5	0.4	0.1
Nitab4.5_0003298g0060.1	1.9	1.3	-0.3	0.3	0.8	1.1
Nitab4.5_0003298g0070.1	1.9	1.1	-1	0.1	1.8	1.1
Nitab4.5_0003300g0080.1	-2.2	-1.1	-0.3	0	-1.2	0.1
Nitab4.5_0003304g0010.1	1.3	1	0.5	-0.1	0.1	0.4
Nitab4.5_0003309g0050.1	2.7	0.4	-1.5	-0.9	-1.2	0.4
Nitab4.5_0003309g0060.1	-3.7	-2	-0.1	-0.4	-0.4	-0.8
Nitab4.5_0003309g0070.1	-4.1	-1.2	0	0.1	-3.1	-1.2
Nitab4.5_0003310g0010.1	-1.6	-0.9	-0.6	-0.6	-0.6	-1.2
Nitab4.5_0003310g0040.1	1.6	1.1	0.8	0.6	1	0.8
Nitab4.5_0003313g0030.1	-1.9	-1.1	-0.6	-0.6	-1.1	0
Nitab4.5_0003313g0050.1	4.8	3.3	-2.3	0.1	2.1	-0.4
Nitab4.5_0003323g0030.1	-1.3	-0.8	0	0.2	-1	-1.8
Nitab4.5_0003324g0100.1	-1.6	-2.2	-1.4	-2.2	-0.7	-0.4
Nitab4.5_0003328g0120.1	-1.9	-0.9	-1.2	-2.4	-2.4	-2.4
Nitab4.5_0003335g0080.1	-3.2	-1.8	-1.6	-1.9	-3.2	-1.2
Nitab4.5_0003336g0010.1	-2.2	-0.9	0.3	-0.7	-1.4	-0.6
Nitab4.5_0003338g0090.1	2.3	-0.8	-0.5	-0.4	-0.1	-1.2
Nitab4.5_0003346g0070.1	1.8	1.4	1.2	1.2	2.3	0.1
Nitab4.5_0003356g0060.1	4	1.8	-0.5	0.7	0.7	-0.1
Nitab4.5_0003373g0060.1	2.3	1.2	0.2	-0.7	-1.6	1.1
Nitab4.5_0003373g0080.1	2.5	-0.3	0.3	0.5	0.8	0.1
Nitab4.5_0003374g0070.1	1.5	1.1	-0.2	0	0.2	0
Nitab4.5_0003380g0010.1	1	0.5	-0.5	-0.5	-1.6	0.4
Nitab4.5_0003390g0020.1	-1	-0.8	0.3	0.6	-0.5	1.2
Nitab4.5_0003394g0020.1	-1.5	-0.7	-2.1	-2.6	-3	-2.4
Nitab4.5_0003401g0090.1	-14.1	-1.8	-5.1	-3.5	-14.1	-14.1
Nitab4.5_0003407g0030.1	2.1	2	0	0.3	0.3	-0.6
Nitab4.5_0003408g0110.1	-1.1	-0.4	-0.8	-0.9	-1	-0.4
Nitab4.5_0003412g0060.1	2.1	0.4	-0.3	0	0.8	0.1
Nitab4.5_0003418g0030.1	1.4	1.2	0.6	0.1	-0.1	-0.4
Nitab4.5_0003419g0070.1	1.4	0.6	1.1	1	0.6	1
Nitab4.5_0003432g0060.1	2	0.1	0.5	0.2	0.8	0.6
Nitab4.5_0003436g0010.1	-4.8	-1.4	0.3	-1	-2.4	0.3
Nitab4.5_0003436g0020.1	1.2	1.1	2	0.8	0.7	0.7
Nitab4.5_0003446g0030.1	-1.8	0.4	0.7	-0.9	-0.6	-0.4
Nitab4.5_0003463g0060.1	1.7	0.9	0.6	0.7	1.1	0.4
Nitab4.5_0003466g0070.1	2.8	0.4	-0.3	-0.5	0.3	0.5
Nitab4.5_0003470g0050.1	1.8	-0.3	0.7	-0.9	-1.2	0.7
Nitab4.5_0003470g0060.1	1.1	1.1	0.6	0.8	0.6	0.2
Nitab4.5_0003472g0010.1	1.2	0.6	0	-0.4	-0.8	0.7
Nitab4.5_0003473g0040.1	-1.7	0.1	-0.5	-1.1	-0.7	-2.4
Nitab4.5_0003474g0020.1	1.3	0.5	0.3	-0.2	0.2	0.2
Nitab4.5_0003476g0010.1	1.3	0.7	0.6	0	-0.9	0.7
Nitab4.5_0003491g0060.1	-1.1	-0.8	-0.2	0	-0.2	0.1
Nitab4.5_0003496g0010.1	1	0.1	-0.8	-1.2	-1.2	-0.5
Nitab4.5_0003513g0010.1	-14.8	0.7	2.8	-1	-0.4	1.1
Nitab4.5_0003524g0020.1	1.1	0.8	1.2	0.4	0.8	0.7
Nitab4.5_0003526g0020.1	-1.3	-0.2	0.1	-0.6	-1.1	-0.8
Nitab4.5_0003531g0060.1	1.4	0.1	0.3	-0.3	0.6	-0.3
Nitab4.5_0003534g0110.1	1.1	0.8	0.5	-0.1	0.2	0.1
Nitab4.5_0003542g0100.1	-1.2	-1	-0.2	0.3	0.4	-0.1
Nitab4.5_0003548g0040.1	-1.9	-1.1	0.1	-0.3	-0.8	0
Nitab4.5_0003551g0090.1	2	0	0.6	0.3	-0.3	0.7
Nitab4.5_0003564g0020.1	-1.6	-0.7	0.2	-0.3	0.1	-0.3
Nitab4.5_0003580g0050.1	-2.5	0.3	0.3	1.4	0.6	-1.4
Nitab4.5_0003580g0060.1	-1.5	-0.6	-0.6	0	-0.3	-0.9
Nitab4.5_0003583g0030.1	2.6	-0.3	-0.7	-1.1	0.5	-0.4
Nitab4.5_0003588g0050.1	-2.9	-1.2	-0.4	-1.6	-2.7	-0.7
Nitab4.5_0003602g0030.1	1.3	0.5	-0.1	-0.8	-1.1	-0.7
Nitab4.5_0003603g0040.1	1.1	0.6	-0.1	0.3	-0.4	-0.3
Nitab4.5_0003603g0120.1	2.9	1.2	0.5	0.5	1	0.8
Nitab4.5_0003610g0020.1	-1.5	-0.8	-1.1	-0.5	-1.2	-1.6
Nitab4.5_0003626g0040.1	1.7	0.2	-0.3	-1	-0.8	1.4
Nitab4.5_0003626g0120.1	1	0.5	1.2	0.7	0.7	0.4
Nitab4.5_0003626g0130.1	-1.3	-0.6	0	-0.3	0	0.3
Nitab4.5_0003628g0030.1	-1.2	-0.7	-0.4	-0.9	-1	0.1
Nitab4.5_0003631g0010.1	1.2	0.2	0.5	0.2	0.6	0
Nitab4.5_0003654g0010.1	-1.9	-0.8	-2	-3.3	-3.5	-2.7
Nitab4.5_0003694g0050.1	1.1	0	0.4	-0.2	0.5	0.3
Nitab4.5_0003698g0070.1	1.3	0.6	0.7	0.6	0.4	0.7
Nitab4.5_0003716g0110.1	1	0.2	0.3	-0.4	-1.1	0
Nitab4.5_0003721g0020.1	4.5	3.6	0	-0.4	0.5	0.3
Nitab4.5_0003741g0010.1	1.5	-0.6	0.8	-0.1	0.6	-0.4
Nitab4.5_0003745g0060.1	-2	-0.3	-0.2	-0.8	-0.2	-1.1
Nitab4.5_0003746g0030.1	-1.3	0.1	0.1	0.4	-0.2	0.1
Nitab4.5_0003763g0020.1	1.3	1	0.6	0.3	0.9	1.1
Nitab4.5_0003768g0010.1	-1.4	-0.3	-0.1	-0.1	-0.9	-0.7
Nitab4.5_0003769g0040.1	1	1	0.4	0.7	0.6	-0.1
Nitab4.5_0003774g0040.1	-1.1	-0.6	-0.1	-0.2	-0.1	-0.1
Nitab4.5_0003779g0050.1	2	0.9	0.2	-0.2	-0.2	0.2
Nitab4.5_0003779g0120.1	1.3	1.4	1.4	1	1.8	0.9
Nitab4.5_0003795g0010.1	-1.3	-0.8	0	-0.4	-0.4	1
Nitab4.5_0003796g0030.1	1.2	0	0.7	0	0.8	0.5
Nitab4.5_0003796g0080.1	1.1	0.9	-0.2	0.1	0.3	0.6
Nitab4.5_0003802g0020.1	2.1	1.3	0.2	-0.3	-0.7	0.8
Nitab4.5_0003815g0080.1	1.6	0.1	0.7	0.5	0.8	0.7
Nitab4.5_0003818g0040.1	-3.1	-2.3	-3.2	-2.8	-1.3	-4
Nitab4.5_0003820g0040.1	1.7	0.6	0	-0.8	-1.6	1.1
Nitab4.5_0003822g0010.1	-1.6	-1.2	-1.7	-0.6	0.6	-1.4
Nitab4.5_0003823g0040.1	2.2	0.5	-0.8	0	0.6	0.3
Nitab4.5_0003827g0010.1	2.1	-0.2	0.6	0.2	0.4	0.5
Nitab4.5_0003838g0030.1	1.8	0.5	0.7	0.4	0.5	0.9
Nitab4.5_0003848g0020.1	-1.1	-1.3	-1	-1.3	-1.3	-0.1
Nitab4.5_0003848g0030.1	-1.9	-1.4	0.1	-0.3	-0.3	1.1
Nitab4.5_0003857g0040.1	4	1.7	-0.6	-1.3	0.8	1.4
Nitab4.5_0003858g0010.1	-2.6	-1	-0.7	-0.7	-0.6	-0.1
Nitab4.5_0003858g0090.1	-1.1	-1.1	-1.1	-0.4	-0.3	-1.9
Nitab4.5_0003861g0030.1	-1.2	-0.5	0.3	0.4	0	0
Nitab4.5_0003868g0020.1	1.2	0.9	0.6	1	0.8	0.2
Nitab4.5_0003875g0020.1	-3.5	-0.4	-0.2	0.4	0.1	-0.2
Nitab4.5_0003883g0030.1	3.7	2.6	-2.2	-1	-0.2	-1.8
Nitab4.5_0003885g0020.1	1.4	0.7	1.4	1.4	1.8	1.1
Nitab4.5_0003885g0100.1	-1.3	-1	-0.6	-0.9	-0.8	-0.1
Nitab4.5_0003886g0040.1	-1.1	-0.7	-0.1	0.5	-0.8	-0.7
Nitab4.5_0003889g0040.1	2.4	0.4	2.1	1.6	1.7	0.2
Nitab4.5_0003901g0020.1	3.9	2.2	-1.5	0.1	0.6	-0.4
Nitab4.5_0003906g0010.1	-3.4	-1.1	-6.1	-5.4	-7.1	-7.3
Nitab4.5_0003906g0030.1	1.2	0.4	0.5	0.7	1	0.4
Nitab4.5_0003914g0050.1	1.9	0.8	0.1	-1	-1.1	0.3
Nitab4.5_0003925g0010.1	1.6	0.2	0.2	-0.3	0.5	0.5
Nitab4.5_0003930g0030.1	-1.9	-1.4	0.1	-0.5	-1.8	-0.7
Nitab4.5_0003967g0020.1	-2.2	0.2	-0.2	-1.4	-1.2	0.1
Nitab4.5_0003976g0050.1	2	0.1	0.5	0	0.9	1
Nitab4.5_0003981g0030.1	-1.3	-1	-0.6	-0.6	-1.7	-1.7
Nitab4.5_0003981g0080.1	-3	-0.6	-2.7	-2.9	-3.9	-3.5
Nitab4.5_0003995g0030.1	-2	-0.9	-1.4	-2.3	-3	-2.9
Nitab4.5_0003995g0040.1	1.4	1.3	-0.1	-0.9	-1.5	0.7
Nitab4.5_0004010g0020.1	-1.3	-0.8	0.1	-0.9	-1.2	0.5
Nitab4.5_0004011g0020.1	1.2	0	-0.1	0.2	-0.4	0.2
Nitab4.5_0004013g0020.1	-1.6	-0.9	-1.4	-1.7	-2.2	-1.7
Nitab4.5_0004026g0020.1	-2.8	-1.8	-0.9	0	-0.3	0
Nitab4.5_0004030g0030.1	-1.2	-0.4	0.1	0.5	-1.4	-0.4
Nitab4.5_0004030g0050.1	2.2	1.9	-0.7	0.4	1	0.5
Nitab4.5_0004036g0010.1	-1.9	0	1.3	-0.1	-0.3	0.3
Nitab4.5_0004036g0020.1	-2.8	-1	0.6	0	-1.2	1.1
Nitab4.5_0004038g0020.1	-2.1	-0.8	0.5	0.7	-0.8	0.8
Nitab4.5_0004038g0030.1	4.6	2.8	-0.7	-1.1	1.4	2
Nitab4.5_0004054g0020.1	-2	-0.4	0	0	-2.5	-0.6
Nitab4.5_0004059g0020.1	-1.7	-1.1	0.2	0.2	-0.4	0.4
Nitab4.5_0004059g0030.1	-2.1	-0.7	-1.9	-2.6	-3	-3
Nitab4.5_0004087g0010.1	-1.2	-0.5	-0.8	-0.7	-0.8	-1.1
Nitab4.5_0004088g0080.1	-1.1	0.1	0.2	0.6	0.4	-1.1
Nitab4.5_0004095g0050.1	-1.1	-1	-0.3	-1.7	-3.2	0.4
Nitab4.5_0004097g0050.1	1.2	-2.1	-0.2	-3.8	-1.1	-0.2
Nitab4.5_0004108g0020.1	-1.3	-0.8	-0.3	-0.5	-1.8	-0.2
Nitab4.5_0004114g0060.1	-1.9	-1.3	-0.1	1.3	-0.1	-1.4
Nitab4.5_0004125g0020.1	-1.5	-0.5	-0.2	0.2	-0.2	-0.5
